Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Sales,,
Corporate,Technology,Phone and Fax,Gresham,23-Mar-20,97030,Western,Early Delivery,Oregon,3,11,,
Consumer,Technology,Cables and Connectors,Hillsboro,2-Oct-19,97123,Western,Late Delivery,Oregon,10,134,,
Consumer,Office Furniture,Corner Desks,Hillsboro,2-Oct-19,97123,Western,Late Delivery,Oregon,-50,43,,
Corporate,Office Supplies,Folders,Hillsboro,17-Nov-21,97123,Western,Early Delivery,Oregon,12,29,,
Corporate,Office Supplies,Printing Paper,Hillsboro,17-Nov-21,97123,Western,Early Delivery,Oregon,5,284,,
Consumer,Office Supplies,Artwork and Statues,Portland,24-Aug-19,97206,Western,Late Delivery,Oregon,-47,297,,
Consumer,Office Supplies,Artwork and Statues,Portland,7-Nov-18,97206,Western,Late Delivery,Oregon,-19,2,,
Consumer,Technology,Cables and Connectors,Portland,26-Sep-19,97206,Western,On Schedule,Oregon,-20,12,,
Consumer,Technology,Cables and Connectors,Portland,7-Sep-21,97206,Western,Early Delivery,Oregon,6,3,,
Consumer,Office Furniture,Computer Chairs,Portland,5-Oct-19,97206,Western,Early Delivery,Oregon,-28,100,,
Corporate,Office Furniture,Computer Chairs,Portland,14-Jul-20,97206,Western,Early Delivery,Oregon,16,6,,
Home Office,Office Furniture,Computer Chairs,Portland,10-Dec-20,97206,Western,Late Delivery,Oregon,3,34,,
Home Office,Office Supplies,Folders,Portland,6-Nov-21,97206,Western,On Schedule,Oregon,-2,22,,
Consumer,Office Supplies,Folders,Portland,9-Jul-21,97206,Western,On Schedule,Oregon,-13,10,,
Consumer,Office Supplies,Folders,Portland,2-Nov-20,97206,Western,Late Delivery,Oregon,-227,6,,
Corporate,Office Supplies,Kitchen Appliances,Portland,9-Sep-21,97206,Western,On Schedule,Oregon,17,18,,
Consumer,Technology,Phone and Fax,Portland,18-May-21,97206,Western,Late Delivery,Oregon,5,25,,
Consumer,Technology,Phone and Fax,Portland,1-Oct-19,97206,Western,Late Delivery,Oregon,10,10,,
Consumer,Technology,Phone and Fax,Portland,14-Dec-19,97206,Western,Early Delivery,Oregon,6,6,,
Consumer,Technology,Phone and Fax,Portland,1-Nov-18,97206,Western,Early Delivery,Oregon,6,9,,
Consumer,Technology,Printers,Portland,2-Nov-20,97206,Western,Late Delivery,Oregon,3,31,,
Consumer,Office Supplies,Printing Paper,Portland,26-Sep-19,97206,Western,On Schedule,Oregon,-14,121,,
Consumer,Office Supplies,Printing Paper,Portland,26-Sep-19,97206,Western,On Schedule,Oregon,-24,13,,
Consumer,Office Supplies,Printing Paper,Portland,7-Nov-18,97206,Western,Late Delivery,Oregon,7,70,,
Corporate,Office Supplies,Printing Paper,Portland,14-Jul-20,97206,Western,Early Delivery,Oregon,17,7,,
Corporate,Office Supplies,Printing Paper,Portland,9-Sep-21,97206,Western,On Schedule,Oregon,32,1271,,
Consumer,Office Supplies,Storage and Archive,Portland,7-Sep-21,97206,Western,Early Delivery,Oregon,3,3,,
Consumer,Office Supplies,Storage and Archive,Portland,1-Nov-18,97206,Western,Early Delivery,Oregon,22,4,,
Consumer,Office Furniture,Storage Cabinets,Portland,5-Oct-19,97206,Western,Early Delivery,Oregon,-11,5,,
Home Office,Technology,Cables and Connectors,Tigard,30-May-21,97224,Western,Early Delivery,Oregon,69,7,,
Home Office,Office Furniture,Corner Desks,Tigard,30-May-21,97224,Western,Early Delivery,Oregon,5,60,,
Corporate,Office Supplies,Folders,Tigard,24-Sep-20,97224,Western,Early Delivery,Oregon,81,16,,
Consumer,Technology,Phone and Fax,Tigard,26-Nov-18,97224,Western,On Schedule,Oregon,6,160,,
Home Office,Technology,Phone and Fax,Tigard,30-May-21,97224,Western,Early Delivery,Oregon,10,4,,
Consumer,Office Supplies,Printing Paper,Tigard,26-Nov-18,97224,Western,On Schedule,Oregon,20,4,,
Corporate,Office Supplies,Printing Paper,Tigard,24-Sep-20,97224,Western,Early Delivery,Oregon,69,5,,
Consumer,Office Supplies,Storage and Archive,Tigard,26-Nov-18,97224,Western,On Schedule,Oregon,46,30,,
Consumer,Office Supplies,Artwork and Statues,Salem,1-Nov-19,97301,Western,Late Delivery,Oregon,-19,120,,
Consumer,Office Supplies,Artwork and Statues,Salem,8-May-19,97301,Western,Early Delivery,Oregon,2,610,,
Corporate,Office Supplies,Artwork and Statues,Salem,25-Jun-18,97301,Western,Early Delivery,Oregon,2,58,,
Corporate,Office Supplies,Artwork and Statues,Salem,25-Jun-18,97301,Western,Early Delivery,Oregon,8,15,,
Home Office,Office Supplies,Artwork and Statues,Salem,26-Sep-21,97301,Western,Late Delivery,Oregon,31,10,,
Home Office,Office Supplies,Artwork and Statues,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,2,4,,
Consumer,Technology,Cables and Connectors,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,0,10,,
Home Office,Technology,Cables and Connectors,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,68,19,,
Consumer,Office Supplies,Folders,Salem,19-Mar-20,97301,Western,Early Delivery,Oregon,-3,46,,
Consumer,Office Supplies,Folders,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,3,17,,
Home Office,Office Supplies,Folders,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,67,35,,
Consumer,Office Supplies,Label Maker Tape,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,11,13,,
Consumer,Office Supplies,Label Maker Tape,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,9,8,,
Home Office,Office Supplies,Label Maker Tape,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,20,91,,
Consumer,Technology,Phone and Fax,Salem,19-Mar-20,97301,Western,Early Delivery,Oregon,-3,103,,
Consumer,Technology,Phone and Fax,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,55,113,,
Corporate,Technology,Phone and Fax,Salem,25-Jun-18,97301,Western,Early Delivery,Oregon,24,252,,
Home Office,Technology,Phone and Fax,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,214,23,,
Consumer,Office Supplies,Printing Paper,Salem,19-Mar-20,97301,Western,Early Delivery,Oregon,-2929,19,,
Consumer,Office Supplies,Printing Paper,Salem,19-Mar-20,97301,Western,Early Delivery,Oregon,-1141,19,,
Consumer,Office Supplies,Printing Paper,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,2,14,,
Home Office,Office Supplies,Printing Paper,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,23,92,,
Home Office,Office Furniture,Standard Desks,Salem,17-Dec-20,97301,Western,Late Delivery,Oregon,4,46,,
Consumer,Office Supplies,Stationary Supplies,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,4,31,,
Home Office,Office Supplies,Stationary Supplies,Salem,31-Aug-21,97301,Western,Early Delivery,Oregon,76,26,,
Consumer,Office Supplies,Storage and Archive,Salem,20-Mar-19,97301,Western,Early Delivery,Oregon,-9,26,,
Consumer,Office Supplies,Storage and Archive,Salem,8-Dec-18,97301,Western,Early Delivery,Oregon,3,481,,
Corporate,Office Furniture,Computer Chairs,Eugene,3-Nov-20,97405,Western,Early Delivery,Oregon,36,35,,
Corporate,Office Furniture,Computer Chairs,Eugene,3-Nov-20,97405,Western,Early Delivery,Oregon,3,141,,
Corporate,Office Supplies,Label Maker Tape,Eugene,3-Nov-20,97405,Western,Early Delivery,Oregon,7,16,,
Corporate,Office Supplies,Printing Paper,Eugene,3-Nov-20,97405,Western,Early Delivery,Oregon,7,90,,
Corporate,Office Supplies,Printing Paper,Eugene,3-Nov-20,97405,Western,Early Delivery,Oregon,25,30,,
Corporate,Office Supplies,Stationary Supplies,Eugene,3-Nov-20,97405,Western,Early Delivery,Oregon,59,34,,
Consumer,Office Supplies,Artwork and Statues,Springfield,17-Sep-18,97477,Western,Early Delivery,Oregon,182,185,,
Consumer,Office Supplies,Artwork and Statues,Springfield,17-Sep-18,97477,Western,Early Delivery,Oregon,3,512,,
Consumer,Office Supplies,Artwork and Statues,Springfield,2-Oct-21,97477,Western,On Schedule,Oregon,6,125,,
Consumer,Office Supplies,Artwork and Statues,Springfield,25-Nov-18,97477,Western,Early Delivery,Oregon,10,490,,
Corporate,Office Supplies,Artwork and Statues,Springfield,19-Sep-21,97477,Western,On Schedule,Oregon,73,135,,
Home Office,Office Supplies,Artwork and Statues,Springfield,25-Jun-21,97477,Western,Late Delivery,Oregon,22,1268,,
Consumer,Technology,Cables and Connectors,Springfield,17-Sep-18,97477,Western,Early Delivery,Oregon,7,1444,,
Corporate,Technology,Cables and Connectors,Springfield,21-Oct-21,97477,Western,On Schedule,Oregon,19,320,,
Corporate,Technology,Cables and Connectors,Springfield,14-Nov-19,97477,Western,Late Delivery,Oregon,10,3,,
Corporate,Technology,Cables and Connectors,Springfield,14-Nov-19,97477,Western,Late Delivery,Oregon,8,3,,
Corporate,Office Furniture,Computer Chairs,Springfield,21-Oct-21,97477,Western,On Schedule,Oregon,4,5,,
Corporate,Office Furniture,Corner Desks,Springfield,19-Sep-21,97477,Western,On Schedule,Oregon,17,25,,
Consumer,Office Supplies,Envelopes,Springfield,28-Dec-20,97477,Western,Early Delivery,Oregon,-67,65,,
Corporate,Office Supplies,Envelopes,Springfield,14-Nov-19,97477,Western,Late Delivery,Oregon,2,42,,
Home Office,Office Supplies,Envelopes,Springfield,25-Jun-21,97477,Western,Late Delivery,Oregon,12,16,,
Consumer,Office Supplies,Folders,Springfield,2-Oct-21,97477,Western,On Schedule,Oregon,843,3,,
Corporate,Office Supplies,Folders,Springfield,26-Oct-19,97477,Western,On Schedule,Oregon,0,5,,
Consumer,Office Supplies,Kitchen Appliances,Springfield,14-Apr-19,97477,Western,Early Delivery,Oregon,4,12,,
Corporate,Office Supplies,Kitchen Appliances,Springfield,18-Jan-18,97477,Western,On Schedule,Oregon,3,5,,
Corporate,Office Supplies,Kitchen Appliances,Springfield,26-Oct-19,97477,Western,On Schedule,Oregon,9,10,,
Home Office,Office Supplies,Kitchen Appliances,Springfield,14-Dec-20,97477,Western,On Schedule,Oregon,8,10,,
Corporate,Office Supplies,Label Maker Tape,Springfield,26-Oct-19,97477,Western,On Schedule,Oregon,9,147,,
Home Office,Office Supplies,Label Maker Tape,Springfield,25-Jun-21,97477,Western,Late Delivery,Oregon,3,62,,
Corporate,Technology,Phone and Fax,Springfield,28-Sep-20,97477,Western,Early Delivery,Oregon,80,6,,
Corporate,Technology,Phone and Fax,Springfield,19-Sep-21,97477,Western,On Schedule,Oregon,14,28,,
Consumer,Technology,Printers,Springfield,17-Sep-18,97477,Western,Early Delivery,Oregon,6,672,,
Consumer,Office Supplies,Printing Paper,Springfield,17-Sep-18,97477,Western,Early Delivery,Oregon,16,16,,
Consumer,Office Supplies,Printing Paper,Springfield,17-Sep-18,97477,Western,Early Delivery,Oregon,1,8,,
Corporate,Office Supplies,Printing Paper,Springfield,21-Oct-21,97477,Western,On Schedule,Oregon,15,6,,
Corporate,Office Supplies,Printing Paper,Springfield,26-Oct-19,97477,Western,On Schedule,Oregon,9,19,,
Consumer,Office Furniture,Standard Desks,Springfield,6-Dec-18,97477,Western,Late Delivery,Oregon,-10,19,,
Consumer,Office Furniture,Standard Desks,Springfield,2-Aug-19,97477,Western,Early Delivery,Oregon,-20,12,,
Home Office,Office Furniture,Standard Desks,Springfield,14-Dec-20,97477,Western,On Schedule,Oregon,32,12,,
Consumer,Office Supplies,Stationary Supplies,Springfield,2-Oct-21,97477,Western,On Schedule,Oregon,2,432,,
Consumer,Office Supplies,Storage and Archive,Springfield,6-Dec-18,97477,Western,Late Delivery,Oregon,-18,18,,
Corporate,Office Supplies,Storage and Archive,Springfield,26-Oct-19,97477,Western,On Schedule,Oregon,9,9,,
Consumer,Office Furniture,Storage Cabinets,Springfield,2-Oct-21,97477,Western,On Schedule,Oregon,-10,12,,
Corporate,Office Furniture,Storage Cabinets,Springfield,19-Sep-21,97477,Western,On Schedule,Oregon,3,11,,
Corporate,Office Supplies,Folders,Medford,4-Sep-19,97504,Western,Early Delivery,Oregon,121,21,,
Consumer,Office Supplies,Printing Paper,Medford,23-Nov-20,97504,Western,Early Delivery,Oregon,2,93,,
Consumer,Office Supplies,Printing Paper,Medford,24-Feb-18,97504,Western,On Schedule,Oregon,27,581,,
Consumer,Office Supplies,Printing Paper,Medford,24-Feb-18,97504,Western,On Schedule,Oregon,28,720,,
Consumer,Office Furniture,Corner Desks,Redmond,21-Dec-20,97756,Western,On Schedule,Oregon,-19,48,,
Consumer,Office Furniture,Corner Desks,Redmond,21-Dec-20,97756,Western,On Schedule,Oregon,-9,13,,
Consumer,Office Supplies,Folders,Redmond,21-Dec-20,97756,Western,On Schedule,Oregon,36,211,,
Corporate,Office Supplies,Folders,Redmond,4-Sep-21,97756,Western,On Schedule,Oregon,15,91,,
Consumer,Office Supplies,Kitchen Appliances,Redmond,10-Aug-19,97756,Western,On Schedule,Oregon,2,31,,
Consumer,Technology,Phone and Fax,Redmond,10-Aug-19,97756,Western,On Schedule,Oregon,18,348,,
Consumer,Technology,Phone and Fax,Redmond,10-Aug-19,97756,Western,On Schedule,Oregon,8,10,,
Corporate,Office Furniture,Standard Desks,Redmond,22-Oct-21,97756,Western,Early Delivery,Oregon,10,35,,
Home Office,Office Furniture,Corner Desks,Auburn,12-Nov-20,98002,Western,On Schedule,Washington,-124,18,,
Corporate,Office Supplies,Artwork and Statues,Bellevue,6-Feb-19,98006,Western,Late Delivery,Washington,4,3,,
Consumer,Office Furniture,Corner Desks,Bellevue,26-May-19,98006,Western,Early Delivery,Washington,2,16,,
Consumer,Office Supplies,Folders,Bellevue,5-Dec-21,98006,Western,Early Delivery,Washington,66,5,,
Consumer,Office Supplies,Folders,Bellevue,5-Dec-21,98006,Western,Early Delivery,Washington,141,4,,
Consumer,Office Supplies,Printing Paper,Bellevue,23-May-18,98006,Western,Early Delivery,Washington,15,4,,
Home Office,Office Supplies,Stationary Supplies,Bellevue,23-Nov-20,98006,Western,Early Delivery,Washington,112,1633,,
Consumer,Office Supplies,Artwork and Statues,Edmonds,13-Oct-18,98026,Western,Late Delivery,Washington,5,46,,
Consumer,Office Supplies,Artwork and Statues,Edmonds,7-Sep-21,98026,Western,Late Delivery,Washington,31,7,,
Consumer,Technology,Cables and Connectors,Edmonds,13-Oct-18,98026,Western,Late Delivery,Washington,48,12,,
Corporate,Technology,Cables and Connectors,Edmonds,6-Aug-20,98026,Western,Early Delivery,Washington,34,50,,
Consumer,Office Furniture,Corner Desks,Edmonds,7-Sep-21,98026,Western,Late Delivery,Washington,21,36,,
Consumer,Office Furniture,Corner Desks,Edmonds,29-Dec-21,98026,Western,Early Delivery,Washington,-1,29,,
Consumer,Office Supplies,Envelopes,Edmonds,29-Dec-21,98026,Western,Early Delivery,Washington,4,68,,
Consumer,Office Supplies,Folders,Edmonds,9-Sep-20,98026,Western,Early Delivery,Washington,30,11,,
Consumer,Office Supplies,Folders,Edmonds,9-Sep-20,98026,Western,Early Delivery,Washington,6,9,,
Consumer,Office Supplies,Kitchen Appliances,Edmonds,13-Oct-18,98026,Western,Late Delivery,Washington,42,35,,
Consumer,Office Supplies,Label Maker Tape,Edmonds,9-Sep-20,98026,Western,Early Delivery,Washington,21,17,,
Consumer,Technology,Phone and Fax,Edmonds,7-Sep-21,98026,Western,Late Delivery,Washington,2,3,,
Consumer,Office Supplies,Printing Paper,Edmonds,9-Sep-20,98026,Western,Early Delivery,Washington,61,8,,
Consumer,Office Furniture,Standard Desks,Edmonds,13-Oct-18,98026,Western,Late Delivery,Washington,2,2,,
Consumer,Technology,Cables and Connectors,Kent,8-Jul-21,98031,Western,Late Delivery,Washington,4,5,,
Consumer,Office Furniture,Corner Desks,Kent,8-Jul-21,98031,Western,Late Delivery,Washington,4,3,,
Consumer,Office Supplies,Envelopes,Kent,10-May-18,98031,Western,Early Delivery,Washington,22,5,,
Consumer,Office Supplies,Folders,Kent,8-Jul-21,98031,Western,Late Delivery,Washington,0,6,,
Consumer,Office Supplies,Label Maker Tape,Kent,8-Jul-21,98031,Western,Late Delivery,Washington,115,20,,
Consumer,Technology,Phone and Fax,Kent,12-Jun-21,98031,Western,Early Delivery,Washington,7,15,,
Consumer,Technology,Phone and Fax,Kent,10-May-18,98031,Western,Early Delivery,Washington,68,362,,
Consumer,Office Supplies,Printing Paper,Kent,12-Jun-21,98031,Western,Early Delivery,Washington,4,56,,
Home Office,Technology,Cables and Connectors,Covington,25-Sep-20,98042,Western,Early Delivery,Washington,92,6,,
Corporate,Office Furniture,Corner Desks,Covington,24-Mar-19,98042,Western,On Schedule,Washington,-12,6,,
Home Office,Office Supplies,Kitchen Appliances,Covington,25-Sep-20,98042,Western,Early Delivery,Washington,5,6,,
Home Office,Office Supplies,Printing Paper,Covington,25-Sep-20,98042,Western,Early Delivery,Washington,8,8,,
Consumer,Technology,Cables and Connectors,Redmond,1-Sep-21,98052,Western,Early Delivery,Washington,30,6,,
Consumer,Office Supplies,Folders,Redmond,1-Sep-21,98052,Western,Early Delivery,Washington,0,44,,
Home Office,Office Supplies,Label Maker Tape,Redmond,16-Sep-20,98052,Western,On Schedule,Washington,184,124,,
Consumer,Office Supplies,Folders,Renton,21-Nov-21,98059,Western,Early Delivery,Washington,11,9,,
Consumer,Technology,Printers,Renton,21-Nov-21,98059,Western,Early Delivery,Washington,29,2,,
Consumer,Office Supplies,Printing Paper,Renton,21-Nov-21,98059,Western,Early Delivery,Washington,16,4,,
Consumer,Office Supplies,Artwork and Statues,Seattle,7-Mar-18,98103,Western,On Schedule,Washington,16,6,,
Consumer,Office Supplies,Artwork and Statues,Seattle,15-Sep-21,98103,Western,Early Delivery,Washington,6,6,,
Corporate,Office Supplies,Artwork and Statues,Seattle,10-Dec-21,98103,Western,Early Delivery,Washington,3920,13,,
Corporate,Office Supplies,Artwork and Statues,Seattle,27-Sep-19,98103,Western,Early Delivery,Washington,-12,15,,
Corporate,Office Supplies,Artwork and Statues,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,5,111,,
Corporate,Office Supplies,Artwork and Statues,Seattle,25-Mar-21,98103,Western,Early Delivery,Washington,133,46,,
Corporate,Office Supplies,Artwork and Statues,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,-8,13,,
Corporate,Office Supplies,Artwork and Statues,Seattle,27-May-21,98103,Western,Early Delivery,Washington,378,98,,
Corporate,Office Supplies,Artwork and Statues,Seattle,7-Mar-18,98103,Western,Early Delivery,Washington,364,9,,
Home Office,Office Supplies,Artwork and Statues,Seattle,1-Sep-21,98103,Western,On Schedule,Washington,43,13,,
Consumer,Technology,Cables and Connectors,Seattle,21-Apr-21,98103,Western,Late Delivery,Washington,33,12,,
Consumer,Technology,Cables and Connectors,Seattle,21-Sep-21,98103,Western,Late Delivery,Washington,29,10,,
Consumer,Technology,Cables and Connectors,Seattle,21-Sep-21,98103,Western,Late Delivery,Washington,45,13,,
Consumer,Technology,Cables and Connectors,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,2,13,,
Consumer,Technology,Cables and Connectors,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,16,82,,
Consumer,Technology,Cables and Connectors,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,9,62,,
Consumer,Technology,Cables and Connectors,Seattle,21-Dec-19,98103,Western,On Schedule,Washington,2,7,,
Consumer,Technology,Cables and Connectors,Seattle,12-Sep-19,98103,Western,Late Delivery,Washington,2,38,,
Consumer,Technology,Cables and Connectors,Seattle,12-Oct-19,98103,Western,Early Delivery,Washington,5,46,,
Consumer,Technology,Cables and Connectors,Seattle,10-Jun-20,98103,Western,Early Delivery,Washington,5,19,,
Consumer,Technology,Cables and Connectors,Seattle,12-Aug-21,98103,Western,Late Delivery,Washington,7,53,,
Corporate,Technology,Cables and Connectors,Seattle,10-Dec-21,98103,Western,Early Delivery,Washington,230,57,,
Corporate,Technology,Cables and Connectors,Seattle,25-Sep-19,98103,Western,Early Delivery,Washington,17,323,,
Corporate,Technology,Cables and Connectors,Seattle,14-Feb-18,98103,Western,Early Delivery,Washington,12,310,,
Corporate,Technology,Cables and Connectors,Seattle,27-May-21,98103,Western,Early Delivery,Washington,88,17,,
Consumer,Office Furniture,Computer Chairs,Seattle,7-Mar-18,98103,Western,On Schedule,Washington,0,41,,
Consumer,Office Furniture,Computer Chairs,Seattle,21-Mar-20,98103,Western,On Schedule,Washington,41,271,,
Consumer,Office Furniture,Computer Chairs,Seattle,30-Jan-20,98103,Western,Early Delivery,Washington,1,10,,
Consumer,Office Furniture,Computer Chairs,Seattle,15-May-21,98103,Western,Early Delivery,Washington,4,9,,
Consumer,Office Furniture,Computer Chairs,Seattle,15-May-21,98103,Western,Early Delivery,Washington,4,18,,
Consumer,Office Furniture,Computer Chairs,Seattle,13-Nov-21,98103,Western,Early Delivery,Washington,3,8,,
Corporate,Office Furniture,Computer Chairs,Seattle,13-Mar-20,98103,Western,Late Delivery,Washington,27,9,,
Corporate,Office Furniture,Computer Chairs,Seattle,7-Mar-18,98103,Western,Early Delivery,Washington,6,44,,
Corporate,Office Furniture,Computer Chairs,Seattle,25-Sep-19,98103,Western,Early Delivery,Washington,-3,12,,
Corporate,Office Furniture,Computer Chairs,Seattle,7-Mar-18,98103,Western,Early Delivery,Washington,-88,114,,
Home Office,Office Furniture,Computer Chairs,Seattle,2-Sep-21,98103,Western,On Schedule,Washington,38,315,,
Home Office,Office Furniture,Computer Chairs,Seattle,5-Jan-19,98103,Western,Early Delivery,Washington,77,29,,
Home Office,Office Furniture,Computer Chairs,Seattle,16-Sep-20,98103,Western,Early Delivery,Washington,-2,19,,
Home Office,Office Furniture,Computer Chairs,Seattle,13-Jun-21,98103,Western,On Schedule,Washington,48,20,,
Corporate,Office Furniture,Corner Desks,Seattle,3-Nov-20,98103,Western,Late Delivery,Washington,7,51,,
Consumer,Office Furniture,Corner Desks,Seattle,16-Nov-21,98103,Western,Late Delivery,Washington,4,64,,
Consumer,Office Furniture,Corner Desks,Seattle,21-Apr-21,98103,Western,Late Delivery,Washington,26,47,,
Consumer,Office Furniture,Corner Desks,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,125,25,,
Consumer,Office Furniture,Corner Desks,Seattle,7-Sep-20,98103,Western,Early Delivery,Washington,4,44,,
Consumer,Office Furniture,Corner Desks,Seattle,17-Sep-18,98103,Western,Early Delivery,Washington,50,106,,
Consumer,Office Furniture,Corner Desks,Seattle,15-May-21,98103,Western,Early Delivery,Washington,5,228,,
Corporate,Office Furniture,Corner Desks,Seattle,28-Dec-21,98103,Western,Early Delivery,Washington,153,23,,
Corporate,Office Furniture,Corner Desks,Seattle,18-Aug-21,98103,Western,Late Delivery,Washington,-2,7,,
Home Office,Office Furniture,Corner Desks,Seattle,3-Jul-20,98103,Western,On Schedule,Washington,67,13,,
Home Office,Office Furniture,Corner Desks,Seattle,12-Nov-20,98103,Western,Early Delivery,Washington,3,12,,
Home Office,Office Furniture,Corner Desks,Seattle,6-Sep-19,98103,Western,On Schedule,Washington,24,12,,
Consumer,Office Supplies,Envelopes,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,3,34,,
Consumer,Office Supplies,Envelopes,Seattle,18-Feb-21,98103,Western,Early Delivery,Washington,6,196,,
Consumer,Office Supplies,Envelopes,Seattle,11-Sep-20,98103,Western,Early Delivery,Washington,53,164,,
Corporate,Office Supplies,Envelopes,Seattle,22-Dec-20,98103,Western,Late Delivery,Washington,40,192,,
Home Office,Office Supplies,Envelopes,Seattle,22-Oct-20,98103,Western,Early Delivery,Washington,25,24,,
Consumer,Office Supplies,Folders,Seattle,4-Dec-20,98103,Western,Early Delivery,Washington,-18,359,,
Consumer,Office Supplies,Folders,Seattle,11-May-21,98103,Western,Late Delivery,Washington,1,1641,,
Consumer,Office Supplies,Folders,Seattle,18-Oct-18,98103,Western,Late Delivery,Washington,53,57,,
Consumer,Office Supplies,Folders,Seattle,11-Jun-21,98103,Western,Early Delivery,Washington,6,21,,
Consumer,Office Supplies,Folders,Seattle,1-Dec-19,98103,Western,Late Delivery,Washington,25,21,,
Consumer,Office Supplies,Folders,Seattle,11-Sep-20,98103,Western,Early Delivery,Washington,5,8,,
Consumer,Office Supplies,Folders,Seattle,17-Sep-18,98103,Western,Early Delivery,Washington,10,14,,
Consumer,Office Supplies,Folders,Seattle,12-Aug-21,98103,Western,Late Delivery,Washington,334,44,,
Consumer,Office Supplies,Folders,Seattle,9-Aug-18,98103,Western,Early Delivery,Washington,205,12,,
Consumer,Office Supplies,Folders,Seattle,13-Nov-21,98103,Western,Early Delivery,Washington,27,17,,
Consumer,Office Supplies,Folders,Seattle,10-Jun-20,98103,Western,Early Delivery,Washington,19,100,,
Corporate,Office Supplies,Folders,Seattle,17-Nov-21,98103,Western,Late Delivery,Washington,32,57,,
Corporate,Office Supplies,Folders,Seattle,3-Nov-21,98103,Western,Early Delivery,Washington,743,21,,
Corporate,Office Supplies,Folders,Seattle,22-Jan-21,98103,Western,Early Delivery,Washington,50,30,,
Corporate,Office Supplies,Folders,Seattle,24-Nov-18,98103,Western,On Schedule,Washington,9,245,,
Corporate,Office Supplies,Folders,Seattle,8-Apr-20,98103,Western,Early Delivery,Washington,13,32,,
Corporate,Office Supplies,Folders,Seattle,18-Aug-21,98103,Western,Late Delivery,Washington,210,33,,
Home Office,Office Supplies,Folders,Seattle,6-Sep-19,98103,Western,On Schedule,Washington,-1,30,,
Consumer,Office Supplies,Kitchen Appliances,Seattle,13-Sep-18,98103,Western,On Schedule,Washington,-3,26,,
Consumer,Office Supplies,Kitchen Appliances,Seattle,29-Mar-19,98103,Western,On Schedule,Washington,12,86,,
Corporate,Office Supplies,Kitchen Appliances,Seattle,30-Sep-21,98103,Western,Late Delivery,Washington,88,44,,
Corporate,Office Supplies,Kitchen Appliances,Seattle,1-Sep-21,98103,Western,On Schedule,Washington,767,488,,
Corporate,Office Supplies,Kitchen Appliances,Seattle,14-Feb-18,98103,Western,Early Delivery,Washington,88,87,,
Consumer,Office Supplies,Label Maker Tape,Seattle,11-May-21,98103,Western,Late Delivery,Washington,-29,237,,
Consumer,Office Supplies,Label Maker Tape,Seattle,10-Jun-20,98103,Western,Early Delivery,Washington,9,108,,
Consumer,Office Supplies,Label Maker Tape,Seattle,20-Dec-18,98103,Western,Early Delivery,Washington,151,20,,
Consumer,Office Supplies,Label Maker Tape,Seattle,11-Sep-20,98103,Western,Early Delivery,Washington,14,24,,
Consumer,Office Supplies,Label Maker Tape,Seattle,13-Nov-21,98103,Western,Early Delivery,Washington,9,119,,
Consumer,Office Supplies,Label Maker Tape,Seattle,10-Jun-21,98103,Western,Early Delivery,Washington,66,19,,
Corporate,Office Supplies,Label Maker Tape,Seattle,25-Sep-19,98103,Western,Early Delivery,Washington,88,39,,
Consumer,Technology,Phone and Fax,Seattle,16-Nov-21,98103,Western,Late Delivery,Washington,1,39,,
Consumer,Technology,Phone and Fax,Seattle,26-Sep-20,98103,Western,On Schedule,Washington,13,50,,
Consumer,Technology,Phone and Fax,Seattle,10-Jun-21,98103,Western,Early Delivery,Washington,32,19,,
Consumer,Technology,Phone and Fax,Seattle,25-Aug-18,98103,Western,Early Delivery,Washington,14,19,,
Consumer,Technology,Phone and Fax,Seattle,12-Aug-21,98103,Western,Late Delivery,Washington,18,13,,
Corporate,Technology,Phone and Fax,Seattle,22-Jan-21,98103,Western,Early Delivery,Washington,88,14,,
Home Office,Technology,Phone and Fax,Seattle,3-Jul-20,98103,Western,On Schedule,Washington,468,13,,
Home Office,Technology,Phone and Fax,Seattle,3-Jul-20,98103,Western,On Schedule,Washington,1115,22,,
Home Office,Technology,Phone and Fax,Seattle,9-Aug-18,98103,Western,Early Delivery,Washington,164,20,,
